id,year,male,female,total,childbearing_age,pregnants,not_pregnant,births,u1,u5,u15,suspect_tb
ABIM,2015,55200,58200,113400,26082,5670,20412,5499.9,4876.2,22906.8,52164,340.2
ABIM,2016,58900,61800,120700,27761,6035,21726,5853.95,5190.1,24381.4,55522,362.1
ABIM,2017,62700,65500,128200,29486,6410,23076,6217.7,5512.6,25896.4,58972,384.6
ABIM,2018,66700,69500,136200,31326,6810,24516,6605.7,5856.6,27512.4,62652,408.6
ABIM,2019,71000,73600,144600,33258,7230,26028,7013.1,6217.8,29209.2,66516,433.8
ABIM,2020,75500,78000,153500,35305,7675,27630,7444.75,6600.5,31007,70610,460.5
ABIM,2021,80300,82600,162900,37467,8145,29322,7900.65,7004.7,32905.8,74934,488.7
ABIM,2022,85300,87300,172600,39698,8630,31068,8371.1,7421.8,34865.2,79396,517.8
ABIM,2023,90500,92300,182800,42044,9140,32904,8865.8,7860.4,36925.6,84088,548.4
ABIM,2024,96000,97600,193600,44528,9680,34848,9389.6,8324.8,39107.2,89056,580.8
ABIM,2025,101700,103000,204700,47081,10235,36846,9927.95,8802.1,41349.4,94162,614.1
ADJUMANI,2015,108800,117700,226500,52095,11325,40770,10985.25,9739.5,45753,104190,679.5
ADJUMANI,2016,109700,118900,228600,52578,11430,41148,11087.1,9829.8,46177.2,105156,685.8
ADJUMANI,2017,110500,120000,230500,53015,11525,41490,11179.25,9911.5,46561,106030,691.5
ADJUMANI,2018,111200,121200,232400,53452,11620,41832,11271.4,9993.2,46944.8,106904,697.2
ADJUMANI,2019,112000,122300,234300,53889,11715,42174,11363.55,10074.9,47328.6,107778,702.9
ADJUMANI,2020,112600,123300,235900,54257,11795,42462,11441.15,10143.7,47651.8,108514,707.7
ADJUMANI,2021,113200,124200,237400,54602,11870,42732,11513.9,10208.2,47954.8,109204,712.2
ADJUMANI,2022,113700,125100,238800,54924,11940,42984,11581.8,10268.4,48237.6,109848,716.4
ADJUMANI,2023,114100,125900,240000,55200,12000,43200,11640,10320,48480,110400,720
ADJUMANI,2024,114500,126700,241200,55476,12060,43416,11698.2,10371.6,48722.4,110952,723.6
ADJUMANI,2025,114700,127300,242000,55660,12100,43560,11737,10406,48884,111320,726
AGAGO,2015,112000,118800,230800,53084,11540,41544,11193.8,9924.4,46621.6,106168,692.4
AGAGO,2016,114000,120900,234900,54027,11745,42282,11392.65,10100.7,47449.8,108054,704.7
AGAGO,2017,116000,123000,239000,54970,11950,43020,11591.5,10277,48278,109940,717
AGAGO,2018,118000,125200,243200,55936,12160,43776,11795.2,10457.6,49126.4,111872,729.6
AGAGO,2019,119900,127300,247200,56856,12360,44496,11989.2,10629.6,49934.4,113712,741.6
AGAGO,2020,121900,129300,251200,57776,12560,45216,12183.2,10801.6,50742.4,115552,753.6
AGAGO,2021,123700,131300,255000,58650,12750,45900,12367.5,10965,51510,117300,765
AGAGO,2022,125500,133300,258800,59524,12940,46584,12551.8,11128.4,52277.6,119048,776.4
AGAGO,2023,127300,135200,262500,60375,13125,47250,12731.25,11287.5,53025,120750,787.5
AGAGO,2024,129000,137000,266000,61180,13300,47880,12901,11438,53732,122360,798
AGAGO,2025,130500,138800,269300,61939,13465,48474,13061.05,11579.9,54398.6,123878,807.9
ALEBTONG,2015,113500,118900,232400,53452,11620,41832,11271.4,9993.2,46944.8,106904,697.2
ALEBTONG,2016,116900,122100,239000,54970,11950,43020,11591.5,10277,48278,109940,717
ALEBTONG,2017,120300,125400,245700,56511,12285,44226,11916.45,10565.1,49631.4,113022,737.1
ALEBTONG,2018,123700,128700,252400,58052,12620,45432,12241.4,10853.2,50984.8,116104,757.2
ALEBTONG,2019,127200,132000,259200,59616,12960,46656,12571.2,11145.6,52358.4,119232,777.6
ALEBTONG,2020,130700,135400,266100,61203,13305,47898,12905.85,11442.3,53752.2,122406,798.3
ALEBTONG,2021,134100,138700,272800,62744,13640,49104,13230.8,11730.4,55105.6,125488,818.4
ALEBTONG,2022,137600,142000,279600,64308,13980,50328,13560.6,12022.8,56479.2,128616,838.8
ALEBTONG,2023,141100,145300,286400,65872,14320,51552,13890.4,12315.2,57852.8,131744,859.2
ALEBTONG,2024,144600,148600,293200,67436,14660,52776,14220.2,12607.6,59226.4,134872,879.6
ALEBTONG,2025,148000,151900,299900,68977,14995,53982,14545.15,12895.7,60579.8,137954,899.7
AMOLATAR,2015,74600,75500,150100,34523,7505,27018,7279.85,6454.3,30320.2,69046,450.3
AMOLATAR,2016,76600,77400,154000,35420,7700,27720,7469,6622,31108,70840,462
AMOLATAR,2017,78700,79300,158000,36340,7900,28440,7663,6794,31916,72680,474
AMOLATAR,2018,80800,81200,162000,37260,8100,29160,7857,6966,32724,74520,486
AMOLATAR,2019,82900,83100,166000,38180,8300,29880,8051,7138,33532,76360,498
AMOLATAR,2020,85100,85000,170100,39123,8505,30618,8249.85,7314.3,34360.2,78246,510.3
AMOLATAR,2021,87200,86800,174000,40020,8700,31320,8439,7482,35148,80040,522
AMOLATAR,2022,89300,88700,178000,40940,8900,32040,8633,7654,35956,81880,534
AMOLATAR,2023,91400,90600,182000,41860,9100,32760,8827,7826,36764,83720,546
AMOLATAR,2024,93500,92400,185900,42757,9295,33462,9016.15,7993.7,37551.8,85514,557.7
AMOLATAR,2025,95500,94200,189700,43631,9485,34146,9200.45,8157.1,38319.4,87262,569.1
AMUDAT,2015,56000,53400,109400,25162,5470,19692,5305.9,4704.2,22098.8,50324,328.2
AMUDAT,2016,58300,55900,114200,26266,5710,20556,5538.7,4910.6,23068.4,52532,342.6
AMUDAT,2017,60600,58500,119100,27393,5955,21438,5776.35,5121.3,24058.2,54786,357.3
AMUDAT,2018,63100,61200,124300,28589,6215,22374,6028.55,5344.9,25108.6,57178,372.9
AMUDAT,2019,65500,63900,129400,29762,6470,23292,6275.9,5564.2,26138.8,59524,388.2
AMUDAT,2020,68100,66800,134900,31027,6745,24282,6542.65,5800.7,27249.8,62054,404.7
AMUDAT,2021,70700,69700,140400,32292,7020,25272,6809.4,6037.2,28360.8,64584,421.2
AMUDAT,2022,73300,72800,146100,33603,7305,26298,7085.85,6282.3,29512.2,67206,438.3
AMUDAT,2023,76000,75900,151900,34937,7595,27342,7367.15,6531.7,30683.8,69874,455.7
AMUDAT,2024,78700,79100,157800,36294,7890,28404,7653.3,6785.4,31875.6,72588,473.4
AMUDAT,2025,81500,82300,163800,37674,8190,29484,7944.3,7043.4,33087.6,75348,491.4
AMURIA,2015,92200,96400,188600,43378,9430,33948,9147.1,8109.8,38097.2,86756,565.8
AMURIA,2016,95800,99800,195600,44988,9780,35208,9486.6,8410.8,39511.2,89976,586.8
AMURIA,2017,99400,103200,202600,46598,10130,36468,9826.1,8711.8,40925.2,93196,607.8
AMURIA,2018,103200,106800,210000,48300,10500,37800,10185,9030,42420,96600,630
AMURIA,2019,107100,110400,217500,50025,10875,39150,10548.75,9352.5,43935,100050,652.5
AMURIA,2020,111000,114000,225000,51750,11250,40500,10912.5,9675,45450,103500,675
AMURIA,2021,115100,117700,232800,53544,11640,41904,11290.8,10010.4,47025.6,107088,698.4
AMURIA,2022,119100,121400,240500,55315,12025,43290,11664.25,10341.5,48581,110630,721.5
AMURIA,2023,123300,125200,248500,57155,12425,44730,12052.25,10685.5,50197,114310,745.5
AMURIA,2024,127400,129000,256400,58972,12820,46152,12435.4,11025.2,51792.8,117944,769.2
AMURIA,2025,131600,132900,264500,60835,13225,47610,12828.25,11373.5,53429,121670,793.5
AMURU,2015,93200,97300,190500,43815,9525,34290,9239.25,8191.5,38481,87630,571.5
AMURU,2016,95800,99900,195700,45011,9785,35226,9491.45,8415.1,39531.4,90022,587.1
AMURU,2017,98400,102500,200900,46207,10045,36162,9743.65,8638.7,40581.8,92414,602.7
AMURU,2018,101000,105100,206100,47403,10305,37098,9995.85,8862.3,41632.2,94806,618.3
AMURU,2019,103600,107800,211400,48622,10570,38052,10252.9,9090.2,42702.8,97244,634.2
AMURU,2020,106300,110500,216800,49864,10840,39024,10514.8,9322.4,43793.6,99728,650.4
AMURU,2021,108900,113100,222000,51060,11100,39960,10767,9546,44844,102120,666
AMURU,2022,111500,115800,227300,52279,11365,40914,11024.05,9773.9,45914.6,104558,681.9
AMURU,2023,114100,118400,232500,53475,11625,41850,11276.25,9997.5,46965,106950,697.5
AMURU,2024,116700,121000,237700,54671,11885,42786,11528.45,10221.1,48015.4,109342,713.1
AMURU,2025,119200,123600,242800,55844,12140,43704,11775.8,10440.4,49045.6,111688,728.4
APAC,2015,94000,96500,190500,43815,9525,34290,9239.25,8191.5,38481,87630,571.5
APAC,2016,97500,99900,197400,45402,9870,35532,9573.9,8488.2,39874.8,90804,592.2
APAC,2017,101100,103400,204500,47035,10225,36810,9918.25,8793.5,41309,94070,613.5
APAC,2018,104800,106900,211700,48691,10585,38106,10267.45,9103.1,42763.4,97382,635.1
APAC,2019,108500,110500,219000,50370,10950,39420,10621.5,9417,44238,100740,657
APAC,2020,112400,114200,226600,52118,11330,40788,10990.1,9743.8,45773.2,104236,679.8
APAC,2021,116200,117900,234100,53843,11705,42138,11353.85,10066.3,47288.2,107686,702.3
APAC,2022,120200,121700,241900,55637,12095,43542,11732.15,10401.7,48863.8,111274,725.7
APAC,2023,124100,125500,249600,57408,12480,44928,12105.6,10732.8,50419.2,114816,748.8
APAC,2024,128100,129400,257500,59225,12875,46350,12488.75,11072.5,52015,118450,772.5
APAC,2025,132200,133200,265400,61042,13270,47772,12871.9,11412.2,53610.8,122084,796.2
ARUA,2015,313500,342500,656000,150880,32800,118080,31816,28208,132512,301760,1968
ARUA,2016,322800,351700,674500,155135,33725,121410,32713.25,29003.5,136249,310270,2023.5
ARUA,2017,331800,361600,693400,159482,34670,124812,33629.9,29816.2,140066.8,318964,2080.2
ARUA,2018,341400,371000,712400,163852,35620,128232,34551.4,30633.2,143904.8,327704,2137.2
ARUA,2019,351000,380900,731900,168337,36595,131742,35497.15,31471.7,147843.8,336674,2195.7
ARUA,2020,360400,390600,751000,172730,37550,135180,36423.5,32293,151702,345460,2253
ARUA,2021,370300,400300,770600,177238,38530,138708,37374.1,33135.8,155661.2,354476,2311.8
ARUA,2022,379700,410100,789800,181654,39490,142164,38305.3,33961.4,159539.6,363308,2369.4
ARUA,2023,389300,420100,809400,186162,40470,145692,39255.9,34804.2,163498.8,372324,2428.2
ARUA,2024,398900,429800,828700,190601,41435,149166,40191.95,35634.1,167397.4,381202,2486.1
ARUA,2025,408300,439400,847700,194971,42385,152586,41113.45,36451.1,171235.4,389942,2543.1
BUDAKA,2015,103600,109800,213400,49082,10670,38412,10349.9,9176.2,43106.8,98164,640.2
BUDAKA,2016,107400,113500,220900,50807,11045,39762,10713.65,9498.7,44621.8,101614,662.7
BUDAKA,2017,111400,117300,228700,52601,11435,41166,11091.95,9834.1,46197.4,105202,686.1
BUDAKA,2018,115500,121200,236700,54441,11835,42606,11479.95,10178.1,47813.4,108882,710.1
BUDAKA,2019,119600,125200,244800,56304,12240,44064,11872.8,10526.4,49449.6,112608,734.4
BUDAKA,2020,123800,129300,253100,58213,12655,45558,12275.35,10883.3,51126.2,116426,759.3
BUDAKA,2021,128100,133300,261400,60122,13070,47052,12677.9,11240.2,52802.8,120244,784.2
BUDAKA,2022,132500,137500,270000,62100,13500,48600,13095,11610,54540,124200,810
BUDAKA,2023,136900,141700,278600,64078,13930,50148,13512.1,11979.8,56277.2,128156,835.8
BUDAKA,2024,141300,145800,287100,66033,14355,51678,13924.35,12345.3,57994.2,132066,861.3
BUDAKA,2025,145700,150100,295800,68034,14790,53244,14346.3,12719.4,59751.6,136068,887.4
BUDUDA,2015,109800,108000,217800,50094,10890,39204,10563.3,9365.4,43995.6,100188,653.4
BUDUDA,2016,114900,112900,227800,52394,11390,41004,11048.3,9795.4,46015.6,104788,683.4
BUDUDA,2017,120200,117900,238100,54763,11905,42858,11547.85,10238.3,48096.2,109526,714.3
BUDUDA,2018,125700,123100,248800,57224,12440,44784,12066.8,10698.4,50257.6,114448,746.4
BUDUDA,2019,131400,128400,259800,59754,12990,46764,12600.3,11171.4,52479.6,119508,779.4
BUDUDA,2020,137200,133900,271100,62353,13555,48798,13148.35,11657.3,54762.2,124706,813.3
BUDUDA,2021,143300,139600,282900,65067,14145,50922,13720.65,12164.7,57145.8,130134,848.7
BUDUDA,2022,149400,145400,294800,67804,14740,53064,14297.8,12676.4,59549.6,135608,884.4
BUDUDA,2023,155800,151400,307200,70656,15360,55296,14899.2,13209.6,62054.4,141312,921.6
BUDUDA,2024,162300,157500,319800,73554,15990,57564,15510.3,13751.4,64599.6,147108,959.4
BUDUDA,2025,168900,163700,332600,76498,16630,59868,16131.1,14301.8,67185.2,152996,997.8
BUGIRI,2015,192200,203000,395200,90896,19760,71136,19167.2,16993.6,79830.4,181792,1185.6
BUGIRI,2016,200300,210900,411200,94576,20560,74016,19943.2,17681.6,83062.4,189152,1233.6
BUGIRI,2017,208700,219100,427800,98394,21390,77004,20748.3,18395.4,86415.6,196788,1283.4
BUGIRI,2018,217400,227500,444900,102327,22245,80082,21577.65,19130.7,89869.8,204654,1334.7
BUGIRI,2019,226300,236100,462400,106352,23120,83232,22426.4,19883.2,93404.8,212704,1387.2
BUGIRI,2020,235500,244900,480400,110492,24020,86472,23299.4,20657.2,97040.8,220984,1441.2
BUGIRI,2021,244800,253900,498700,114701,24935,89766,24186.95,21444.1,100737.4,229402,1496.1
BUGIRI,2022,254400,263000,517400,119002,25870,93132,25093.9,22248.2,104514.8,238004,1552.2
BUGIRI,2023,264100,272300,536400,123372,26820,96552,26015.4,23065.2,108352.8,246744,1609.2
BUGIRI,2024,274000,281800,555800,127834,27790,100044,26956.3,23899.4,112271.6,255668,1667.4
BUGIRI,2025,284000,291300,575300,132319,28765,103554,27902.05,24737.9,116210.6,264638,1725.9
BUGWERI,2015,80500,87800,168300,38709,8415,30294,8162.55,7236.9,33996.6,77418,504.9
BUGWERI,2016,82800,90100,172900,39767,8645,31122,8385.65,7434.7,34925.8,79534,518.7
BUGWERI,2017,85100,92300,177400,40802,8870,31932,8603.9,7628.2,35834.8,81604,532.2
BUGWERI,2018,87500,94700,182200,41906,9110,32796,8836.7,7834.6,36804.4,83812,546.6
BUGWERI,2019,89900,97000,186900,42987,9345,33642,9064.65,8036.7,37753.8,85974,560.7
BUGWERI,2020,92300,99300,191600,44068,9580,34488,9292.6,8238.8,38703.2,88136,574.8
BUGWERI,2021,94700,101600,196300,45149,9815,35334,9520.55,8440.9,39652.6,90298,588.9
BUGWERI,2022,97100,103900,201000,46230,10050,36180,9748.5,8643,40602,92460,603
BUGWERI,2023,99400,106200,205600,47288,10280,37008,9971.6,8840.8,41531.2,94576,616.8
BUGWERI,2024,101800,108500,210300,48369,10515,37854,10199.55,9042.9,42480.6,96738,630.9
BUGWERI,2025,104100,110800,214900,49427,10745,38682,10422.65,9240.7,43409.8,98854,644.7
BUHWEJU,2015,60600,63100,123700,28451,6185,22266,5999.45,5319.1,24987.4,56902,371.1
BUHWEJU,2016,62600,65000,127600,29348,6380,22968,6188.6,5486.8,25775.2,58696,382.8
BUHWEJU,2017,64600,67000,131600,30268,6580,23688,6382.6,5658.8,26583.2,60536,394.8
BUHWEJU,2018,66700,69000,135700,31211,6785,24426,6581.45,5835.1,27411.4,62422,407.1
BUHWEJU,2019,68800,71100,139900,32177,6995,25182,6785.15,6015.7,28259.8,64354,419.7
BUHWEJU,2020,71000,73100,144100,33143,7205,25938,6988.85,6196.3,29108.2,66286,432.3
BUHWEJU,2021,73100,75200,148300,34109,7415,26694,7192.55,6376.9,29956.6,68218,444.9
BUHWEJU,2022,75300,77300,152600,35098,7630,27468,7401.1,6561.8,30825.2,70196,457.8
BUHWEJU,2023,77500,79400,156900,36087,7845,28242,7609.65,6746.7,31693.8,72174,470.7
BUHWEJU,2024,79600,81500,161100,37053,8055,28998,7813.35,6927.3,32542.2,74106,483.3
BUHWEJU,2025,81800,83600,165400,38042,8270,29772,8021.9,7112.2,33410.8,76084,496.2
BUIKWE,2015,210700,218600,429300,98739,21465,77274,20821.05,18459.9,86718.6,197478,1287.9
BUIKWE,2016,215200,223100,438300,100809,21915,78894,21257.55,18846.9,88536.6,201618,1314.9
BUIKWE,2017,219800,227500,447300,102879,22365,80514,21694.05,19233.9,90354.6,205758,1341.9
BUIKWE,2018,224300,232000,456300,104949,22815,82134,22130.55,19620.9,92172.6,209898,1368.9
BUIKWE,2019,228800,236400,465200,106996,23260,83736,22562.2,20003.6,93970.4,213992,1395.6
BUIKWE,2020,233300,240800,474100,109043,23705,85338,22993.85,20386.3,95768.2,218086,1422.3
BUIKWE,2021,237700,245200,482900,111067,24145,86922,23420.65,20764.7,97545.8,222134,1448.7
BUIKWE,2022,242000,249400,491400,113022,24570,88452,23832.9,21130.2,99262.8,226044,1474.2
BUIKWE,2023,246200,253600,499800,114954,24990,89964,24240.3,21491.4,100959.6,229908,1499.4
BUIKWE,2024,250300,257700,508000,116840,25400,91440,24638,21844,102616,233680,1524
BUIKWE,2025,254300,261600,515900,118657,25795,92862,25021.15,22183.7,104211.8,237314,1547.7
BUKEDEA,2015,102300,108300,210600,48438,10530,37908,10214.1,9055.8,42541.2,96876,631.8
BUKEDEA,2016,107000,112700,219700,50531,10985,39546,10655.45,9447.1,44379.4,101062,659.1
BUKEDEA,2017,111800,117300,229100,52693,11455,41238,11111.35,9851.3,46278.2,105386,687.3
BUKEDEA,2018,116800,122100,238900,54947,11945,43002,11586.65,10272.7,48257.8,109894,716.7
BUKEDEA,2019,122000,127000,249000,57270,12450,44820,12076.5,10707,50298,114540,747
BUKEDEA,2020,127300,132000,259300,59639,12965,46674,12576.05,11149.9,52378.6,119278,777.9
BUKEDEA,2021,132800,137100,269900,62077,13495,48582,13090.15,11605.7,54519.8,124154,809.7
BUKEDEA,2022,138400,142300,280700,64561,14035,50526,13613.95,12070.1,56701.4,129122,842.1
BUKEDEA,2023,144200,147600,291800,67114,14590,52524,14152.3,12547.4,58943.6,134228,875.4
BUKEDEA,2024,150000,153100,303100,69713,15155,54558,14700.35,13033.3,61226.2,139426,909.3
BUKEDEA,2025,156000,158600,314600,72358,15730,56628,15258.1,13527.8,63549.2,144716,943.8
BUKOMANSIMBI,2015,75600,76400,152000,34960,7600,27360,7372,6536,30704,69920,456
BUKOMANSIMBI,2016,76200,76800,153000,35190,7650,27540,7420.5,6579,30906,70380,459
BUKOMANSIMBI,2017,76900,77100,154000,35420,7700,27720,7469,6622,31108,70840,462
BUKOMANSIMBI,2018,77500,77400,154900,35627,7745,27882,7512.65,6660.7,31289.8,71254,464.7
BUKOMANSIMBI,2019,78100,77700,155800,35834,7790,28044,7556.3,6699.4,31471.6,71668,467.4
BUKOMANSIMBI,2020,78700,77900,156600,36018,7830,28188,7595.1,6733.8,31633.2,72036,469.8
BUKOMANSIMBI,2021,79200,78100,157300,36179,7865,28314,7629.05,6763.9,31774.6,72358,471.9
BUKOMANSIMBI,2022,79700,78200,157900,36317,7895,28422,7658.15,6789.7,31895.8,72634,473.7
BUKOMANSIMBI,2023,80100,78300,158400,36432,7920,28512,7682.4,6811.2,31996.8,72864,475.2
BUKOMANSIMBI,2024,80400,78300,158700,36501,7935,28566,7696.95,6824.1,32057.4,73002,476.1
BUKOMANSIMBI,2025,80700,78300,159000,36570,7950,28620,7711.5,6837,32118,73140,477
BUKWO,2015,47000,46000,93000,21390,4650,16740,4510.5,3999,18786,42780,279
BUKWO,2016,49500,48300,97800,22494,4890,17604,4743.3,4205.4,19755.6,44988,293.4
BUKWO,2017,52200,50600,102800,23644,5140,18504,4985.8,4420.4,20765.6,47288,308.4
BUKWO,2018,55000,53100,108100,24863,5405,19458,5242.85,4648.3,21836.2,49726,324.3
BUKWO,2019,57800,55700,113500,26105,5675,20430,5504.75,4880.5,22927,52210,340.5
BUKWO,2020,60800,58300,119100,27393,5955,21438,5776.35,5121.3,24058.2,54786,357.3
BUKWO,2021,63900,61000,124900,28727,6245,22482,6057.65,5370.7,25229.8,57454,374.7
BUKWO,2022,67200,63800,131000,30130,6550,23580,6353.5,5633,26462,60260,393
BUKWO,2023,70500,66700,137200,31556,6860,24696,6654.2,5899.6,27714.4,63112,411.6
BUKWO,2024,73900,69700,143600,33028,7180,25848,6964.6,6174.8,29007.2,66056,430.8
BUKWO,2025,77500,72800,150300,34569,7515,27054,7289.55,6462.9,30360.6,69138,450.9
BULAMBULI,2015,89600,91800,181400,41722,9070,32652,8797.9,7800.2,36642.8,83444,544.2
BULAMBULI,2016,94200,96400,190600,43838,9530,34308,9244.1,8195.8,38501.2,87676,571.8
BULAMBULI,2017,98900,101100,200000,46000,10000,36000,9700,8600,40400,92000,600
BULAMBULI,2018,103900,106000,209900,48277,10495,37782,10180.15,9025.7,42399.8,96554,629.7
BULAMBULI,2019,109000,111100,220100,50623,11005,39618,10674.85,9464.3,44460.2,101246,660.3
BULAMBULI,2020,114300,116300,230600,53038,11530,41508,11184.1,9915.8,46581.2,106076,691.8
BULAMBULI,2021,119800,121800,241600,55568,12080,43488,11717.6,10388.8,48803.2,111136,724.8
BULAMBULI,2022,125500,127400,252900,58167,12645,45522,12265.65,10874.7,51085.8,116334,758.7
BULAMBULI,2023,131300,133200,264500,60835,13225,47610,12828.25,11373.5,53429,121670,793.5
BULAMBULI,2024,137300,139200,276500,63595,13825,49770,13410.25,11889.5,55853,127190,829.5
BULAMBULI,2025,143500,145300,288800,66424,14440,51984,14006.8,12418.4,58337.6,132848,866.4
BULIISA,2015,60300,57300,117600,27048,5880,21168,5703.6,5056.8,23755.2,54096,352.8
BULIISA,2016,63600,59900,123500,28405,6175,22230,5989.75,5310.5,24947,56810,370.5
BULIISA,2017,67100,62500,129600,29808,6480,23328,6285.6,5572.8,26179.2,59616,388.8
BULIISA,2018,70700,65300,136000,31280,6800,24480,6596,5848,27472,62560,408
BULIISA,2019,74400,68100,142500,32775,7125,25650,6911.25,6127.5,28785,65550,427.5
BULIISA,2020,78300,71000,149300,34339,7465,26874,7241.05,6419.9,30158.6,68678,447.9
BULIISA,2021,82400,74000,156400,35972,7820,28152,7585.4,6725.2,31592.8,71944,469.2
BULIISA,2022,86600,77100,163700,37651,8185,29466,7939.45,7039.1,33067.4,75302,491.1
BULIISA,2023,91000,80300,171300,39399,8565,30834,8308.05,7365.9,34602.6,78798,513.9
BULIISA,2024,95500,83500,179000,41170,8950,32220,8681.5,7697,36158,82340,537
BULIISA,2025,100100,86800,186900,42987,9345,33642,9064.65,8036.7,37753.8,85974,560.7
BUNDIBUGYO,2015,111100,118300,229400,52762,11470,41292,11125.9,9864.2,46338.8,105524,688.2
BUNDIBUGYO,2016,114500,121600,236100,54303,11805,42498,11450.85,10152.3,47692.2,108606,708.3
BUNDIBUGYO,2017,118100,124900,243000,55890,12150,43740,11785.5,10449,49086,111780,729
BUNDIBUGYO,2018,121700,128200,249900,57477,12495,44982,12120.15,10745.7,50479.8,114954,749.7
BUNDIBUGYO,2019,125300,131500,256800,59064,12840,46224,12454.8,11042.4,51873.6,118128,770.4
BUNDIBUGYO,2020,128900,134900,263800,60674,13190,47484,12794.3,11343.4,53287.6,121348,791.4
BUNDIBUGYO,2021,132600,138200,270800,62284,13540,48744,13133.8,11644.4,54701.6,124568,812.4
BUNDIBUGYO,2022,136300,141600,277900,63917,13895,50022,13478.15,11949.7,56135.8,127834,833.7
BUNDIBUGYO,2023,140000,145000,285000,65550,14250,51300,13822.5,12255,57570,131100,855
BUNDIBUGYO,2024,143700,148300,292000,67160,14600,52560,14162,12556,58984,134320,876
BUNDIBUGYO,2025,147300,151600,298900,68747,14945,53802,14496.65,12852.7,60377.8,137494,896.7
BUNYANGABU,2015,85800,87700,173500,39905,8675,31230,8414.75,7460.5,35047,79810,520.5
BUNYANGABU,2016,88100,89600,177700,40871,8885,31986,8618.45,7641.1,35895.4,81742,533.1
BUNYANGABU,2017,90400,91600,182000,41860,9100,32760,8827,7826,36764,83720,546
BUNYANGABU,2018,92800,93600,186400,42872,9320,33552,9040.4,8015.2,37652.8,85744,559.2
BUNYANGABU,2019,95100,95600,190700,43861,9535,34326,9248.95,8200.1,38521.4,87722,572.1
BUNYANGABU,2020,97500,97600,195100,44873,9755,35118,9462.35,8389.3,39410.2,89746,585.3
BUNYANGABU,2021,99900,99600,199500,45885,9975,35910,9675.75,8578.5,40299,91770,598.5
BUNYANGABU,2022,102200,101600,203800,46874,10190,36684,9884.3,8763.4,41167.6,93748,611.4
BUNYANGABU,2023,104500,103500,208000,47840,10400,37440,10088,8944,42016,95680,624
BUNYANGABU,2024,106800,105400,212200,48806,10610,38196,10291.7,9124.6,42864.4,97612,636.6
BUNYANGABU,2025,109100,107200,216300,49749,10815,38934,10490.55,9300.9,43692.6,99498,648.9
BUSHENYI,2015,115200,120900,236100,54303,11805,42498,11450.85,10152.3,47692.2,108606,708.3
BUSHENYI,2016,116700,122000,238700,54901,11935,42966,11576.95,10264.1,48217.4,109802,716.1
BUSHENYI,2017,118100,123100,241200,55476,12060,43416,11698.2,10371.6,48722.4,110952,723.6
BUSHENYI,2018,119500,124200,243700,56051,12185,43866,11819.45,10479.1,49227.4,112102,731.1
BUSHENYI,2019,120900,125200,246100,56603,12305,44298,11935.85,10582.3,49712.2,113206,738.3
BUSHENYI,2020,122200,126100,248300,57109,12415,44694,12042.55,10676.9,50156.6,114218,744.9
BUSHENYI,2021,123400,127000,250400,57592,12520,45072,12144.4,10767.2,50580.8,115184,751.2
BUSHENYI,2022,124600,127800,252400,58052,12620,45432,12241.4,10853.2,50984.8,116104,757.2
BUSHENYI,2023,125700,128500,254200,58466,12710,45756,12328.7,10930.6,51348.4,116932,762.6
BUSHENYI,2024,126600,129200,255800,58834,12790,46044,12406.3,10999.4,51671.6,117668,767.4
BUSHENYI,2025,127500,129700,257200,59156,12860,46296,12474.2,11059.6,51954.4,118312,771.6
BUSIA,2015,160500,170900,331400,76222,16570,59652,16072.9,14250.2,66942.8,152444,994.2
BUSIA,2016,165700,175800,341500,78545,17075,61470,16562.75,14684.5,68983,157090,1024.5
BUSIA,2017,171100,180800,351900,80937,17595,63342,17067.15,15131.7,71083.8,161874,1055.7
BUSIA,2018,176600,185900,362500,83375,18125,65250,17581.25,15587.5,73225,166750,1087.5
BUSIA,2019,182100,191100,373200,85836,18660,67176,18100.2,16047.6,75386.4,171672,1119.6
BUSIA,2020,187700,196300,384000,88320,19200,69120,18624,16512,77568,176640,1152
BUSIA,2021,193400,201500,394900,90827,19745,71082,19152.65,16980.7,79769.8,181654,1184.7
BUSIA,2022,199100,206700,405800,93334,20290,73044,19681.3,17449.4,81971.6,186668,1217.4
BUSIA,2023,204800,211900,416700,95841,20835,75006,20209.95,17918.1,84173.4,191682,1250.1
BUSIA,2024,210500,217100,427600,98348,21380,76968,20738.6,18386.8,86375.2,196696,1282.8
BUSIA,2025,216200,222300,438500,100855,21925,78930,21267.25,18855.5,88577,201710,1315.5
BUTALEJA,2015,123200,128100,251300,57799,12565,45234,12188.05,10805.9,50762.6,115598,753.9
BUTALEJA,2016,128000,132700,260700,59961,13035,46926,12643.95,11210.1,52661.4,119922,782.1
BUTALEJA,2017,132900,137300,270200,62146,13510,48636,13104.7,11618.6,54580.4,124292,810.6
BUTALEJA,2018,138000,142100,280100,64423,14005,50418,13584.85,12044.3,56580.2,128846,840.3
BUTALEJA,2019,143200,147000,290200,66746,14510,52236,14074.7,12478.6,58620.4,133492,870.6
BUTALEJA,2020,148500,152000,300500,69115,15025,54090,14574.25,12921.5,60701,138230,901.5
BUTALEJA,2021,153900,157000,310900,71507,15545,55962,15078.65,13368.7,62801.8,143014,932.7
BUTALEJA,2022,159400,162100,321500,73945,16075,57870,15592.75,13824.5,64943,147890,964.5
